INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (49589588, 49532737, 502772, 'Completed', '2024-02-14 22:27:09.831411', '2024-02-14 23:17:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59348960, 48216988, 941536, 'In Progress', '2023-08-16 14:06:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (25858370, 44644379, 623944, 'Completed', '2023-08-15 21:56:09.831411', '2023-08-15 22:46:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (92098067, 90689686, 712299, 'Completed', '2023-10-17 15:08:09.831411', '2023-10-17 15:58:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (65060426, 66412307, 379052, 'Completed', '2023-08-01 05:18:09.831411', '2023-08-01 06:08:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (35398154, 37192940, 211622, 'In Progress', '2024-06-24 09:05:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (76110809, 39905219, 573280, 'Completed', '2024-04-09 20:32:09.831411', '2024-04-09 21:22:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (84352673, 83799535, 572813, 'Completed', '2023-10-02 23:14:09.831411', '2023-10-03 00:04:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (73578596, 10431783, 688316, 'Completed', '2023-09-22 17:36:09.831411', '2023-09-22 18:26:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (24046859, 91402673, 688316, 'Completed', '2024-02-28 22:48:09.831411', '2024-02-28 23:38:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (68174589, 89443028, 973428, 'In Progress', '2024-04-26 20:15:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (22577159, 34016040, 675360, 'In Progress', '2024-04-17 19:37:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (66280618, 99183736, 379052, 'In Progress', '2024-03-12 12:07:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (96908519, 12253203, 786626, 'In Progress', '2024-01-26 15:07:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (55565155, 79960890, 573280, 'In Progress', '2024-01-12 09:41:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (46253759, 87487472, 573280, 'Completed', '2024-01-13 21:54:09.831411', '2024-01-13 22:44:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (75216085, 27940236, 957007, 'Completed', '2023-09-06 04:37:09.831411', '2023-09-06 05:27:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (52318414, 45562717, 623926, 'In Progress', '2024-02-10 02:26:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (91330593, 13880196, 679600, 'In Progress', '2023-12-18 01:09:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43085845, 44093984, 385555, 'In Progress', '2024-05-28 00:28:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (27714662, 60564944, 675360, 'In Progress', '2023-08-08 22:25:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (99984987, 63660615, 586767, 'Completed', '2023-08-21 09:36:09.831411', '2023-08-21 10:26:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (45465383, 25886961, 786626, 'Completed', '2024-02-07 15:24:09.831411', '2024-02-07 16:14:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86535318, 45423909, 953851, 'In Progress', '2023-11-13 15:18:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (68479397, 53378024, 595328, 'In Progress', '2023-09-21 12:37:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40069278, 74460050, 573280, 'Completed', '2024-04-03 17:59:09.831411', '2024-04-03 18:49:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (46306830, 93383461, 211622, 'In Progress', '2024-06-21 09:09:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21926369, 72983967, 688316, 'Completed', '2023-11-09 11:09:09.831411', '2023-11-09 11:59:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (64796054, 14162112, 712299, 'Completed', '2023-12-15 18:02:09.831411', '2023-12-15 18:52:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (53818371, 35105600, 675360, 'Completed', '2023-12-23 05:02:09.831411', '2023-12-23 05:52:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (94414395, 24480458, 978405, 'In Progress', '2024-01-26 04:51:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (56755442, 30893673, 505322, 'In Progress', '2024-06-06 07:28:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (95141191, 31739291, 732125, 'In Progress', '2023-09-12 02:48:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (73574622, 22152509, 438121, 'Completed', '2023-09-16 08:22:09.831411', '2023-09-16 09:12:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (31959629, 40004102, 978405, 'In Progress', '2023-08-19 14:42:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (32631225, 45901601, 941536, 'In Progress', '2024-02-05 01:58:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (41087645, 15745574, 953851, 'In Progress', '2024-03-30 22:46:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97385599, 22403051, 941536, 'Completed', '2024-06-21 05:57:09.831411', '2024-06-21 06:47:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (81126457, 89422716, 622923, 'In Progress', '2023-12-18 12:46:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (59789768, 42766856, 953851, 'Completed', '2024-01-13 11:13:09.831411', '2024-01-13 12:03:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (97881944, 48114322, 623944, 'Completed', '2023-08-04 00:12:09.831411', '2023-08-04 01:02:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (86377151, 57236044, 163604, 'Completed', '2024-05-19 10:01:09.831411', '2024-05-19 10:51:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (21499900, 78886815, 957007, 'In Progress', '2023-09-14 06:04:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (40791643, 76097356, 305592, 'In Progress', '2024-06-21 14:08:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (37360462, 42004432, 732125, 'In Progress', '2024-02-17 10:04:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (44410391, 75289686, 211622, 'In Progress', '2024-02-23 16:14:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (13917959, 61951235, 932792, 'In Progress', '2023-08-18 14:31:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (83268523, 28590026, 976517, 'Completed', '2023-08-30 23:55:09.831411', '2023-08-31 00:45:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (93987245, 83638329, 932792, 'In Progress', '2023-09-15 05:10:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (96675239, 82142972, 694700, 'In Progress', '2024-04-18 23:51:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (15208345, 60396594, 305592, 'Completed', '2023-10-15 09:14:09.831411', '2023-10-15 10:04:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (93630182, 41447704, 657331, 'Completed', '2023-08-22 20:27:09.831411', '2023-08-22 21:17:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (43359857, 94936003, 623926, 'Completed', '2024-03-01 07:44:09.831411', '2024-03-01 08:34:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (34105629, 93657628, 623926, 'Completed', '2023-12-21 08:07:09.831411', '2023-12-21 08:57:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (11055988, 50518808, 438121, 'In Progress', '2023-09-22 22:33:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (48528700, 51084913, 595328, 'In Progress', '2023-08-07 01:29:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (30447886, 44043357, 879675, 'In Progress', '2024-05-31 09:49:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (78805762, 82126428, 675360, 'In Progress', '2024-02-06 05:39:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (85522281, 27360901, 247372, 'In Progress', '2024-05-19 03:15:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (77868724, 55347567, 622923, 'In Progress', '2024-02-03 18:30:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (91405143, 64607164, 211622, 'In Progress', '2023-07-21 05:20:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (91792910, 85422080, 732125, 'Completed', '2024-02-01 13:45:09.831411', '2024-02-01 14:35:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (18491590, 78244971, 438121, 'In Progress', '2023-10-02 13:39:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (62424199, 38138501, 268962, 'Completed', '2023-08-10 08:50:09.831411', '2023-08-10 09:40:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (93410386, 13491606, 749829, 'In Progress', '2023-11-15 17:28:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (82402404, 57141456, 764307, 'In Progress', '2023-07-12 02:08:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (57230971, 35941074, 932792, 'In Progress', '2023-09-18 08:24:09.831411', NULL);
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (44460614, 32308295, 764307, 'Completed', '2023-10-29 16:17:09.831411', '2023-10-29 17:07:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (66082636, 85632741, 657331, 'Completed', '2023-08-14 01:22:09.831411', '2023-08-14 02:12:09.831411');
INSERT INTO entregas (entrega_id, pedido_id, entregador_id, status, hora_aceitacao, hora_conclusao) VALUES (33224211, 41977376, 764307, 'Completed', '2023-10-26 07:39:09.831411', '2023-10-26 08:29:09.831411');
